asset,year,technology,region,installed,capacity
0,2040,gasboiler,R1,2030,13.15000000000
0,2044,gasboiler,R1,2030,13.15000000000
1,2040,gasboiler,R1,2035,19.41500000000
1,2044,gasboiler,R1,2035,19.41500000000
1,2045,gasboiler,R1,2035,19.41500000000
1,2049,gasboiler,R1,2035,19.41500000000
2,2045,gasboiler,R1,2040,16.06030000000
2,2049,gasboiler,R1,2040,16.06030000000
2,2050,gasboiler,R1,2040,16.06030000000
2,2054,gasboiler,R1,2040,16.06030000000
3,2040,gasboiler,R2,2030,13.15000000000
3,2044,gasboiler,R2,2030,13.15000000000
4,2040,gasboiler,R2,2035,19.41500000000
4,2044,gasboiler,R2,2035,19.41500000000
4,2045,gasboiler,R2,2035,19.41500000000
4,2049,gasboiler,R2,2035,19.41500000000
5,2045,gasboiler,R2,2040,16.06030000000
5,2049,gasboiler,R2,2040,16.06030000000
5,2050,gasboiler,R2,2040,16.06030000000
5,2054,gasboiler,R2,2040,16.06030000000
6,2040,heatpump,R1,2030,3.85000000000
6,2044,heatpump,R1,2030,3.85000000000
7,2040,heatpump,R1,2035,0.38500000000
7,2044,heatpump,R1,2035,0.38500000000
7,2045,heatpump,R1,2035,0.38500000000
7,2049,heatpump,R1,2035,0.38500000000
8,2045,heatpump,R1,2040,2.13680000000
8,2049,heatpump,R1,2040,2.13680000000
8,2050,heatpump,R1,2040,2.13680000000
8,2054,heatpump,R1,2040,2.13680000000
9,2040,heatpump,R2,2030,3.85000000000
9,2044,heatpump,R2,2030,3.85000000000
10,2040,heatpump,R2,2035,0.38500000000
10,2044,heatpump,R2,2035,0.38500000000
10,2045,heatpump,R2,2035,0.38500000000
10,2049,heatpump,R2,2035,0.38500000000
11,2045,heatpump,R2,2040,2.13680000000
11,2049,heatpump,R2,2040,2.13680000000
11,2050,heatpump,R2,2040,2.13680000000
11,2054,heatpump,R2,2040,2.13680000000
